,0,1,2,3,Copy of Plant Communities Data Entry 2017 Thursday AM.xlsx_1_noprac,"Olivia King, Sandy Lu & Julia Trevorah","Laura Solly, Esther Cowen, …","Sonia Metz. Sarah Willington, Ruashaan Seychell, Theodore ","Andrew Penman, Julie Kisslinger, Adela Jarmasz, Tahlia Downie","Aiden, Ryan, Tim, James","Emma Dragh, Maddie Brown, Max Dewez, Adeline Chew ","Prarthana Kanagaratnam, Jocelyn Claire Fisher, Jamie Stackpole, Humza Sheikh","Jianing Jiang, Brendan Hook, Xiaoqi Li, Ming Fen Eileen Lee","Brigit, Enya, Michael, ?","James Tapa, Maxwell Pearse, Rizan Faiz, Praveena Jayasundera","Jonathan Goh Tze Khin, Jolene Lim Jia Le, Nguyen Thu Trang","Dion Roufos, Qixuan Liu, Wing Yan Grace Mui, Zhongyi Ye",Plant Communities Data Entry 2017 final.xlsx_14_noprac,"kyle Wood Nancy Hwanhee Yoo, Tom Brooks, Ambrose Brear and other","Kate, Lydia, Kate and Zoe",Jessica Laura; Suyuan(Kelly) Wang; Mel Jane; Yian(Ping) Ouyang,"Billy Janssen, Ricky Chen","nadia, arlea, sabrina, another person ","Tom Anderson, Tom Stevenson, Lori Sandeman and Pat McCarthy",Kylle Quinn; Srithti Gautam; Tianyi Sun; Zuorui Liu,Plant Communities Data Entry 2017(1) (13).xlsx_22_noprac,"Yang Yee Lai, Jianliang Ye, Wang Chit Wong",Plant Communities Data Entry 2017(1) (15).xlsx_24_noprac,"Monika Blankenburgs, Gracie Doherty, Lily Allen, Esther Cowen, Laura Solly","Rebecca Vincent, Esther Wong, Carol Han, Lydia Chan","Kent Bennett, Ben Ferraro, Tabitha Ow, Daniel Francis","Bao Ngoc Duong, Yanting Zhang, Noran Nur Munira Khalili","Amy Huynh, Christina Karagiorgis, Joel Lowenthal, Anika Vroom","Laura, Aya Allahham, two others","Isaac Langford, Nadia Satrio, Pema Tshering, Shanice Lee, Sinead Broere, Xi Ru Teo. ","Jack Lucas, Daniel Rees, Joe Hwang, Ofelia Cheung, Iskandar John Smurthwaite ","Syarafina, Alistair, Michelle, ?","Oshini, Coco, Tahli","Jinglan Wang, Lief Chan, Tara Pedersen, Synn Chyau Pan","Diana Qi, Jingyi Zhang, Hanghao Du, Pufan Zheng","Phoebe McIntosh, Caitie Sampson, Atshaya Jayadev, Sally Bolt","Teja Binti-Solah, James Benson, Darcy Bennett, Ethan Bernadini, Hamish Bignell, India Ambler, Kayley Alesia Beer, Reem Allahham","Leanne, Lily, Abbey, Eliza","Natasha, Merve, George, Rumi, Cindy (?)","Chethana Siriwardana, Kelley Leech, Jasper (Last Name?), Wey Yao Wong","Nathan G, Nathan W + two others ","Dale, Stéphane and Joiee","Chai Somkiat, Max Collett, Annabelle Erksine, Ned Parnham","Monica Ly, Jack Tovey and Jeremy Bush",sum
48,SOLANACEAE,*Solanum nigrum,,Black nightshade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,,BARE GROUND,,,0.0,0.0,60.93333333333334,0.0,50.333333333333336,0.0,0.0,0.0,0.0,53.26666666666667,0.0,0.0,0.0,78.83333333333333,72.5,46.666666666666664,0.0,0.0,0.0,28.333333333333332,6.666666666666667,0.0,10.0,0.0,60.93333333333334,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,17.666666666666668,64.14999999999999,51.333333333333336,0.0,0.0,0.0,0.0,0.0,11.666666666666666,49.333333333333336,40.5,10.0,750.6166666666667
73,,,0.0,Moss,0.0,0.0,16.666666666666668,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,4.0,13.333333333333334,0.0,0.0,37.55
74,,,0.0,Litter,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,10.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,0.3333333333333333,0.0,0.0,0.0,17.749999999999996
75,Additional Species Here,Litter,,,0.0,0.0,0.0,25.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668
78,,,0.0,Fleshy red stem,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.333333333333332
80,,,0.0,poa sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83,,,0.0,caratoden purpureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336
84,,,0.0,Dandelion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.666666666666666
86,,,0.0,unknown herb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668
88,,,0.0,Lamandra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,0.0,53.5
89,,,0.0,Hair Grass,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
93,Additional Species Here,,,Lomandra longifolia ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.3333333333333333
100,Additional Species Here,Crassula sieberiana,,Austral stonecrop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
101,,,,Moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666
